Authoritarianism	O
,	O
outbreaks	O
,	O
and	O
information	O
politics	O
Are	O
autocratic	O
states	O
such	O
as	O
China	B-PLACE
better	O
equipped	O
than	O
their	O
more	O
democratic	O
counterparts	O
to	O
respond	O
to	O
disease	B-DISEASE
outbreaks	O
?	O
On	O
Dec	B-DATE
31	I-DATE
,	O
2019	B-DATE
,	O
China	B-PLACE
alerted	O
WHO	O
to	O
an	O
outbreak	B-DISEASE
of	O
pneumonia	B-DISEASE
of	O
unknown	O
cause	O
in	O
the	O
city	B-PLACE
of	O
Wuhan	B-PLACE
in	O
Hubei	B-PLACE
province	I-PLACE
.	O
The	O
epidemic	O
quickly	O
spread	B-PHENOMENON
,	O
with	O
cases	B-QUANTITY
of	O
a	O
novel	O
coronavirus	B-VIRUS
(	O
2019-nCoV	B-VIRUS
)	O
confirmed	B-QUANTITY
throughout	O
China	B-PLACE
and	O
elsewhere	O
in	O
Asia	B-PLACE
,	O
Europe	B-PLACE
,	O
North	B-PLACE
America	I-PLACE
,	O
and	O
Australia	B-PLACE
.	O
The	O
Chinese	B-SPECIES
Government	O
's	O
forceful	O
response	B-PROCESS
has	O
drawn	O
praise	B-PHENOMENON
from	O
global	B-PHENOMENON
health	B-SPECIES
officials	O
.	O
Scholars	B-SPECIES
and	O
health	B-SPECIES
leaders	O
have	O
long	B-PROCEDURE
debated	O
whether	O
democracy	O
improves	O
,	O
hinders	O
,	O
or	O
is	O
immaterial	O
for	O
public	B-PROCEDURE
health	B-SPECIES
.	O
1	B-DATE
-	O
3	B-DATE
Does	O
this	O
signal	O
an	O
authoritarian	O
advantage	O
in	O
tackling	O
outbreaks	O
?	O
On	O
the	O
surface	B-CHEMICAL
,	O
the	O
power	O
of	O
authoritarianism	O
is	O
on	O
display	O
in	O
China	B-PLACE
's	O
response	B-PROCESS
to	O
2019-nCoV.	O
The	O
Huanan	B-PLACE
seafood	I-PLACE
market	I-PLACE
suspected	O
as	O
the	O
outbreak	B-DISEASE
source	O
was	O
closed	O
and	O
decontaminated	O
within	O
a	O
day	B-DATE
of	O
the	O
announcement	O
.	O
Within	O
3	B-DATE
days	I-DATE
of	O
confirmed	B-QUANTITY
human	B-SPECIES
-	O
tohuman	O
transmission	B-DISEASE
,	O
with	O
cases	B-QUANTITY
rising	O
and	O
the	O
world	O
's	O
largest	O
mass	B-PROCEDURE
travel	B-PHENOMENON
event	O
underway	O
for	O
the	O
lunar	B-PHENOMENON
new	O
year	O
Spring	B-PHENOMENON
Festival	I-PHENOMENON
,	O
the	O
Chinese	B-SPECIES
Government	O
imposed	O
an	O
unprecedented	O
cordon	B-PROCEDURE
sanitaire	B-PHENOMENON
.	O
Movement	O
of	O
more	O
than	O
50	B-QUANTITY
million	O
people	B-SPECIES
across	O
Hubei	B-PLACE
province	I-PLACE
was	O
rapidly	O
restricted	O
,	O
curtailing	O
transportation	O
inside	O
cities	O
and	O
outbound	O
transportation	O
by	O
air	B-SPECIES
,	O
train	O
,	O
and	O
bus	O
.	O
4	B-DATE
Authorities	B-SPECIES
halted	O
Spring	B-PHENOMENON
Festival	I-PHENOMENON
celebrations	O
in	O
Beijing	B-PLACE
and	O
restricted	O
movement	O
into	O
other	O
major	O
cities	O
.	O
Two	O
1000-bed	O
hospitals	O
were	O
built	O
within	O
days	B-DATE
.	O
These	O
moves	O
reflect	O
a	O
level	B-DISEASE
of	O
control	B-PROCEDURE
only	O
available	O
to	O
authoritarian	O
governments	O
.	O
WHO	O
officials	O
have	O
congratulated	O
China	B-PLACE
for	O
setting	O
"	O
a	O
new	O
standard	O
for	O
outbreak	B-DISEASE
response	B-PROCESS
"	O
.	O
5	B-DATE
Yet	O
,	O
time	O
is	O
key	O
to	O
controlling	O
outbreaks	O
;	O
getting	O
good	O
information	O
and	O
acting	O
on	O
it	O
rapidly	O
can	O
halt	O
outbreaks	O
before	O
they	O
need	O
emergency	O
measures	B-PROCEDURE
.	O
The	O
early	B-DATE
history	O
of	O
the	O
2019-nCoV	B-VIRUS
outbreak	B-DISEASE
raises	O
questions	O
about	O
whether	O
this	O
situation	O
is	O
an	O
example	O
of	O
