The	O
novel	O
Coronavirus	B-VIRUS
(	O
SARS	B-DISEASE
-	O
CoV-2	O
)	O
is	O
a	O
one	O
health	B-SPECIES
issue	O
In	O
the	O
fall	B-DATE
of	O
2002	B-DATE
,	O
the	O
US	O
National	O
Security	O
Agency	O
began	O
hearing	O
"	O
chatter	O
"	O
regarding	O
a	O
new	O
serious	O
respiratory	B-DISEASE
infection	I-DISEASE
in	O
the	O
Guangdong	B-PLACE
province	I-PLACE
of	O
China	B-PLACE
and	O
by	O
the	O
winter	B-DATE
of	O
2002	B-DATE
-	O
2003	B-DATE
an	O
alarming	O
new	O
disease	B-DISEASE
,	O
SARS	B-DISEASE
,	O
was	O
making	O
headlines	O
worldwide	O
.	O
it	O
was	O
not	O
until	O
24	B-DATE
March	I-DATE
2003	I-DATE
,	O
that	O
the	O
US	O
CDC	B-PROCEDURE
and	O
Hong	B-PLACE
Kong	I-PLACE
announced	O
that	O
they	O
had	O
isolated	O
a	O
new	O
Coronavirus	B-VIRUS
from	O
a	O
SARS	B-DISEASE
patient	B-SPECIES
[	O
7	B-DATE
]	O
,	O
and	O
the	O
virus	B-DISEASE
received	O
its	O
name	O
,	O
SARS	B-DISEASE
-	O
CoV.	O
SARS	B-DISEASE
,	O
similar	O
to	O
SARS	B-DISEASE
-	O
CoV-2	O
,	O
originated	O
in	O
the	O
Republic	B-PLACE
of	O
China	B-PLACE
with	O
evidence	O
that	O
while	O
it	O
most	O
likely	O
originated	O
in	O
bats	B-SPECIES
,	O
entered	O
the	O
human	B-SPECIES
population	I-SPECIES
through	O
intermediate	B-GENE
hosts	B-SPECIES
,	O
most	O
likely	O
the	O
'	O
Himalayan	O
palm	O
civet	B-SPECIES
'	O
(	O
Paguma	B-SPECIES
larvata	I-SPECIES
)	O
and	O
the	O
raccoon	B-SPECIES
dog	I-SPECIES
(	O
Nyctereutes	O
procyonoides	O
)	O
[	O
8	B-DATE
]	O
.	O
Thanks	O
to	O
the	O
use	O
of	O
a	O
massive	O
international	B-PHENOMENON
effort	I-PHENOMENON
headed	O
by	O
the	O
World	O
Health	B-PROCEDURE
Organisation	O
(	O
WHO	O
)	O
,	O
of	O
case	B-PROCEDURE
identification	O
,	O
isolation	B-PROCEDURE
(	O
quarantine	B-PROCEDURE
)	O
,	O
treatment	B-PROCEDURE
,	O
and	O
contact	B-DISEASE
tracing	O
the	O
SARS	B-DISEASE
outbreak	I-DISEASE
ended	O
only	O
a	O
few	O
months	B-DATE
(	O
July	B-DATE
