2019	B-DATE
Novel	O
Coronavirus	B-VIRUS
(	O
COVID-19	B-DISEASE
)	O
Pneumonia	B-DISEASE
:	O
Serial	O
Computer	O
Tomography	B-PROCEDURE
Findings	I-PROCEDURE
From	O
December	B-DATE
2019	I-DATE
,	O
Coronavirus	B-VIRUS
disease	B-DISEASE
2019	B-DATE
(	O
COVID-19	B-DISEASE
)	O
pneumonia	B-DISEASE
(	O
formerly	O
known	O
as	O
the	O
2019	B-DATE
novel	O
Coronavirus	B-VIRUS
[	O
2019-nCoV	B-VIRUS
]	O
)	O
broke	O
out	O
in	O
Wuhan	B-PLACE
,	O
China	B-PLACE
.	O
In	O
this	O
study	O
,	O
we	O
present	O
serial	O
CT	O
findings	B-PROCEDURE
in	O
a	O
40-year	O
-	O
old	O
female	O
patient	B-SPECIES
with	O
COVID-19	B-DISEASE
pneumonia	I-DISEASE
who	O
presented	O
with	O
the	O
symptoms	B-DISEASE
of	O
fever	B-DISEASE
,	O
chest	B-DISEASE
tightness	I-DISEASE
,	O
and	O
fatigue	B-DISEASE
.	O
She	O
was	O
diagnosed	B-QUANTITY
with	O
COVID-19	B-DISEASE
infection	I-DISEASE
confirmed	B-QUANTITY
by	O
real	O
-	O
time	O
reverse	B-GENE
-	O
transcriptase	O
-	O
polymerase	B-PROCEDURE
chain	I-PROCEDURE
reaction	I-PROCEDURE
.	O
CT	O
showed	O
rapidly	O
progressing	O
peripheral	B-BODY_PART
consolidations	I-BODY_PART
and	O
ground	O
-	O
glass	O
opacities	O
in	O
both	O
lungs	B-DISEASE
.	O
After	O
treatment	B-PROCEDURE
,	O
the	O
lesions	B-DISEASE
were	O
shown	O
to	O
be	O
almost	O
absorbed	O
leaving	O
the	O
fibrous	B-DISEASE
lesions	I-DISEASE
.	O
A	O
40-year	O
-	O
old	O
female	O
presented	O
with	O
a	O
fever	B-DISEASE
for	O
3-days	B-DATE
,	O
as	O
well	O
as	O
chest	B-DISEASE
tightness	I-DISEASE
,	O
and	O
fatigue	B-DISEASE
for	O
2-days	B-DATE
was	O
admitted	O
to	O
our	O
emergency	O
department	O
.	O
The	O
patient	B-SPECIES
was	O
physically	O
healthy	O
before	O
and	O
had	O
no	O
underlying	O
diseases	B-DISEASE
.	O
She	O
did	O
not	O
travel	B-PHENOMENON
to	O
Wuhan	B-PLACE
city	I-PLACE
and	O
denied	O
any	O
contact	B-DISEASE
with	O
patients	B-SPECIES
with	O
COVID-19	B-DISEASE
infection	I-DISEASE
.	O
At	O
admission	B-DATE
,	O
her	O
body	B-DISEASE
temperature	B-PROCEDURE
was	O
elevated	O
to	O
38.9	O
°	O
C	O
.	O
Laboratory	O
examinations	O
showed	O
normal	B-BODY_PART
leukocyte	B-CELL
(	O
4170	O
/	O
μL	O
)	O
,	O
neutrophils	B-CELL
(	O
59.6	O
%	O
)	O
,	O
and	O
lymphocytes	B-CELL
(	O
30.9	O
%	O
)	O
.	O
There	O
was	O
an	O
increase	O
in	O
hematocrit	B-QUANTITY
(	O
0.456	O
)	O
and	O
glucose	B-CHEMICAL
(	O
7.3	O
mmol	B-QUANTITY
/	O
L	O
)	O
levels	O
.	O
The	O
initial	O
chest	B-DISEASE
radiograph	B-PROCEDURE
,	O
taken	O
3-days	B-DATE
after	O
fever	B-DISEASE
onset	O
,	O
was	O
normal	B-BODY_PART
in	O
both	O
lungs	B-DISEASE
(	O
Fig	O
.	O
1A	O
)	O
.	O
On	O
the	O
same	O
day	B-DATE
,	O
unenhanced	O
chest	B-DISEASE
CT	O
showed	O
ground	O
-	O
glass	O
opacities	O
(	O
GGOs	O
)	O
in	O
the	O
subpleural	O
area	O
of	O
the	O
right	O
lower	O
lobe	B-DISEASE
(	O
Fig	O
.	O
1B	O
)	O
,	O
and	O
the	O
left	B-BODY_PART
lung	B-DISEASE
was	O
normal	B-BODY_PART
.	O
She	O
was	O
given	O
antibiotics	B-CHEMICAL
for	O
symptomatic	B-DISEASE
treatment	B-PROCEDURE
.	O
At	O
first	O
,	O
the	O
patient	B-SPECIES
did	O
not	O
show	O
any	O
respiratory	B-DISEASE
symptoms	I-DISEASE
,	O
however	O
,	O
on	O
day	B-DATE
6	I-DATE
after	O
fever	B-DISEASE
onset	O
,	O
she	O
began	O
coughing	O
.	O
A	O
follow	O
-	O
up	O
chest	B-DISEASE
CT	O
revealed	O
an	O
increased	O
density	O
of	O
GGOs	O
in	O
the	O
right	O
lower	O
lobe	B-DISEASE
,	O
which	O
then	O
progressed	O
into	O
consolidations	B-BODY_PART
with	O
perilobular	B-BODY_PART
thickening	O
.	O
Moreover	O
,	O
multifocal	O
peripheral	B-BODY_PART
patchy	O
areas	O
of	O
nodular	B-BODY_PART
consolidations	I-BODY_PART
and	O
GGO	O
lesions	B-DISEASE
were	O
newly	O
developed	O
in	O
the	O
subpleural	O
areas	O
of	O
the	O
both	O
lower	O
lobes	B-BODY_PART
(	O
Fig	O
.	O
1C	O
kjronline.org	O
examination	O
showed	O
decreased	O
leukocyte	B-CELL
(	O
3390	O
/	O
μL	O
)	O
and	O
eosinophils	B-CELL
(	O
0.0	O
%	O
)	O
;	O
normal	B-BODY_PART
neutrophils	B-CELL
(	O
67.4	O
%	O
)	O
and	O
lymphocytes	B-CELL
(	O
23.7	O
%	O
)	O
;	O
and	O
increased	O
C	O
-	O
reactive	O
protein	B-GENE
(	O
8.00	O
mg	O
/	O
L	O
)	O
.	O
The	O
influenza	B-DISEASE
A	O
antigen	B-BODY_PART
screening	B-PROCEDURE
was	O
negative	O
.	O
Finally	O
,	O
she	O
was	O
diagnosed	B-QUANTITY
with	O
COVID-19	B-DISEASE
infection	I-DISEASE
by	O
realtime	O
reverse	B-GENE
-	O
transcriptase	O
-	O
polymerase	B-PROCEDURE
chain	I-PROCEDURE
reaction	I-PROCEDURE
(	O
rRT	O
-	O
PCR	O
)	O
