Case	B-PROCEDURE
of	O
the	O
Index	O
Patient	O
Who	O
Caused	O
Tertiary	O
Transmission	B-DISEASE
of	O
Coronavirus	B-VIRUS
Disease	B-DISEASE
2019	B-DATE
in	O
Korea	B-PLACE
:	O
the	O
Application	O
of	O
Lopinavir	B-CHEMICAL
/	O
Ritonavir	B-CHEMICAL
for	O
the	O
Treatment	B-PROCEDURE
of	O
COVID-19	B-DISEASE
Pneumonia	I-DISEASE
Monitored	O
by	O
Quantitative	B-CHEMICAL
RT	O
-	O
PCR	O
Since	O
mid	O
-	O
December	B-DATE
of	O
2019	B-DATE
,	O
coronavirus	B-VIRUS
disease	B-DISEASE
2019	B-DATE
(	O
COVID-19	B-DISEASE
)	O
has	O
been	O
spreading	O
from	O
Wuhan	B-PLACE
,	O
China	B-PLACE
.	O
The	O
confirmed	B-QUANTITY
COVID-19	B-DISEASE
patients	B-SPECIES
in	O
South	B-PLACE
Korea	I-PLACE
are	O
those	O
who	O
came	O
from	O
or	O
visited	O
China	B-PLACE
.	O
As	O
secondary	B-PROCESS
transmissions	O
have	O
occurred	O
and	O
the	O
speed	O
of	O
transmission	B-DISEASE
is	O
accelerating	O
,	O
there	O
are	O
rising	O
concerns	O
about	O
community	O
infections	B-DISEASE
.	O
The	O
54-year	B-SPECIES
old	O
male	O
is	O
the	O
third	O
patient	B-SPECIES
diagnosed	B-QUANTITY
with	O
COVID-19	B-DISEASE
in	O
Korea	B-PLACE
.	O
He	O
is	O
a	O
worker	O
for	O
a	O
clothing	O
business	O
and	O
had	O
mild	B-DISEASE
respiratory	I-DISEASE
symptoms	I-DISEASE
and	O
intermittent	O
fever	B-DISEASE
in	O
the	O
beginning	O
of	O
hospitalization	O
,	O
and	O
pneumonia	B-DISEASE
symptoms	I-DISEASE
on	O
chest	B-DISEASE
computerized	O
tomography	B-PROCEDURE
scan	O
on	O
day	B-DATE
6	I-DATE
of	O
admission	B-DATE
.	O
This	O
patient	B-SPECIES
caused	O
one	O
case	B-PROCEDURE
of	O
secondary	B-PROCESS
transmission	B-DISEASE
and	O
three	O
cases	B-QUANTITY
of	O
tertiary	O
transmission	B-DISEASE
.	O
Hereby	O
,	O
we	O
report	O
the	O
clinical	B-PROCEDURE
findings	I-PROCEDURE
of	O
the	O
index	O
patient	B-SPECIES
who	O
was	O
the	O
first	O
to	O
cause	O
tertiary	O
transmission	B-DISEASE
outside	O
China	B-PLACE
.	O
Interestingly	O
,	O
after	O
lopinavir	B-CHEMICAL
/	O
ritonavir	B-CHEMICAL
(	O
Kaletra	B-CHEMICAL
,	O
AbbVie	O
)	O
was	O
administered	O
,	O
beta	O
-	O
coronavirus	B-VIRUS
viral	B-DISEASE
loads	O
significantly	O
decreased	O
and	O
no	O
or	O
little	O
coronavirus	B-VIRUS
titers	O
were	O
observed	O
.	O
A	O
54-year	B-SPECIES
-	O
old	O
Korean	B-SPECIES
man	I-SPECIES
living	O
in	O
Wuhan	B-PLACE
,	O
China	B-PLACE
entered	O
Korea	B-PLACE
on	O
January	B-DATE
20	I-DATE
,	O
2020	B-DATE
and	O
felt	O
the	O
first	O
symptoms	B-DISEASE
of	O
chills	B-DISEASE
and	O
muscle	B-DISEASE
pain	I-DISEASE
on	O
January	B-DATE
22	I-DATE
.	O
After	O
contacting	O
a	O
public	B-PROCEDURE
health	B-SPECIES
center	O
on	O
January	B-DATE
25	I-DATE
,	O
he	O
was	O
isolated	O
in	O
a	O
negative	O
pressure	B-PROCEDURE
room	O
at	O
Myongji	B-PLACE
Hospital	O
and	O
confirmed	B-QUANTITY
to	O
have	O
COVID-19	B-DISEASE
on	O
January	B-DATE
26	I-DATE
.	O
At	O
that	O
time	O
the	O
initial	O
confirmation	O
of	O
COVID-19	B-DISEASE
was	O
made	O
by	O
pan	O
-	O
coronavirus	B-VIRUS
conventional	O
polymerase	B-PROCEDURE
chain	I-PROCEDURE
reaction	I-PROCEDURE
assay	O
and	O
sequencing	O
of	O
the	O
polymerase	B-PROCEDURE
chain	I-PROCEDURE
reaction	I-PROCEDURE
(	O
PCR	O
)	O
amplicons	O
using	O
a	O
throat	B-DISEASE
swab	O
.	O
The	O
index	O
patient	B-SPECIES
transmitted	O
the	O
virus	B-DISEASE
to	O
his	O
friend	O
(	O
patient	B-SPECIES
A	O
)	O
at	O
a	O
restaurant	O
on	O
the	O
1st	B-DATE
day	I-DATE
of	O
the	O
symptoms	B-DISEASE
.	O
And	O
then	O
patient	B-SPECIES
A	O
(	O
confirmed	B-QUANTITY
on	O
January	B-DATE
30	B-QUANTITY
,	O
2020	B-DATE
)	O
transmitted	O
COVID-19	B-DISEASE
to	O
his	O
spouse	B-SPECIES
and	O
son	O
(	O
confirmed	B-QUANTITY
on	O
January	B-DATE
31	I-DATE
,	O
2020	B-DATE
)	O
,	O
and	O
a	O
church	O
colleague	O
(	O
confirmed	B-QUANTITY
on	O
February	B-DATE
6	I-DATE
,	O
2020	B-DATE
)	O
.	O
Those	O
were	O
the	O
first	O
cases	B-QUANTITY
of	O
