Crowdsourcing	O
data	O
to	O
mitigate	O
epidemics	O
Coronavirus	B-VIRUS
disease	B-DISEASE
2019	B-DATE
(	O
COVID-19	B-DISEASE
)	O
has	O
spread	B-PHENOMENON
with	O
unprecedented	O
speed	O
and	O
scale	B-PHENOMENON
since	O
the	O
first	O
zoonotic	O
event	O
that	O
introduced	O
the	O
causative	O
virus	B-DISEASE
-	O
severe	B-DISEASE
acute	I-DISEASE
respiratory	I-DISEASE
syndrome	I-DISEASE
coronavirus	B-VIRUS
2	B-GENE
(	O
SARS	B-DISEASE
-	O
CoV-2)-into	O
humans	B-SPECIES
,	O
probably	O
during	O
November	B-DATE
,	O
2019	B-DATE
,	O
according	O
to	O
phylogenetic	B-PROCESS
analyses	O
suggesting	O
the	O
most	O
recent	O
common	B-DISEASE
ancestor	B-SPECIES
of	O
the	O
sequenced	O
genomes	O
emerged	O
between	O
Oct	B-DATE
23	I-DATE
,	O
and	O
Dec	B-DATE
16	I-DATE
,	O
2019	B-DATE
.	O
1	B-DATE
The	O
reported	O
cumulative	O
number	O
of	O
confirmed	B-QUANTITY
patients	B-SPECIES
worldwide	O
already	O
exceeds	O
70	B-QUANTITY
000	O
in	O
almost	O
30	B-QUANTITY
countries	B-PLACE
and	O
territories	O
as	O
of	O
Feb	B-DATE
19	I-DATE
,	O
2020	B-DATE
,	O
although	O
that	O
the	O
actual	O
number	O
of	O
infections	B-DISEASE
is	O
likely	O
to	O
far	O
outnumber	O
this	O
case	B-PROCEDURE
count	B-QUANTITY
.	O
2	B-GENE
,	O
3	B-DATE
During	O
any	O
novel	O
emerging	B-DISEASE
epidemic	O
,	O
let	O
alone	O
one	O
with	O
such	O
magnitude	O
and	O
speed	O
of	O
global	B-PHENOMENON
spread	I-PHENOMENON
,	O
a	O
first	O
task	O
is	O
to	O
put	O
together	O
a	O
line	O
list	O
of	O
suspected	O
,	O
probable	O
,	O
and	O
confirmed	B-QUANTITY
individuals	B-SPECIES
on	O
the	O
basis	O
of	O
working	O
criteria	O
of	O
the	O
respective	O
case	B-PROCEDURE
definitions	O
.	O
This	O
line	O
list	O
would	O
allow	O
for	O
quick	O
preliminary	O
assessment	O
of	O
epidemic	O
growth	B-PROCEDURE
and	O
potential	O
for	O
spread	B-PHENOMENON
,	O
evidence	O
-	O
based	B-DISEASE
determination	B-PROCEDURE
of	O
the	O
period	B-DATE
of	O
quarantine	B-PROCEDURE
and	O
isolation	B-PROCEDURE
,	O
and	O
monitoring	O
of	O
efficiency	O
of	O
detection	B-PROCEDURE
of	O
potential	O
cases	B-QUANTITY
.	O
Frequent	O
refreshing	O
of	O
the	O
line	O
list	O
would	O
further	O
enable	O
real	O
-	O
time	O
updates	O
