First	O
two	O
months	B-DATE
of	O
the	O
2019	B-DATE
Coronavirus	B-VIRUS
Disease	B-DISEASE
(	O
COVID-19	B-DISEASE
)	O
epidemic	O
in	O
China	B-PLACE
:	O
real	O
-	O
time	O
surveillance	B-PROCEDURE
and	O
evaluation	O
with	O
a	O
second	O
derivative	O
model	O
Similar	O
to	O
outbreaks	O
of	O
many	O
other	O
infectious	B-DISEASE
diseases	I-DISEASE
,	O
success	O
in	O
controlling	O
the	O
novel	O
2019	B-DATE
coronavirus	B-VIRUS
infection	B-DISEASE
requires	O
a	O
timely	O
and	O
accurate	O
monitoring	O
of	O
the	O
epidemic	O
,	O
particularly	O
during	O
its	O
early	B-DATE
period	I-DATE
with	O
rather	O
limited	O
data	O
while	O
the	O
need	O
for	O
information	O
increases	O
explosively	O
.	O
The	O
epidemic	O
of	O
COVID-19	B-DISEASE
is	O
caused	O
by	O
a	O
novel	O
virus	B-DISEASE
first	O
detected	O
in	O
Wuhan	B-PLACE
,	O
China	B-PLACE
.	O
This	O
virus	B-DISEASE
was	O
previously	O
named	O
as	O
2019-nCoV	B-VIRUS
and	O
it	O
is	O
a	O
positive	O
,	O
enveloped	O
,	O
single	O
-	O
strand	O
RNA	B-GENE
virus	B-DISEASE
.	O
It	O
also	O
shares	O
a	O
lot	O
of	O
similarities	O
with	O
two	O
other	O
coronaviruses	B-VIRUS
,	O
the	O
MERS	B-DISEASE
-	O
CoV	B-VIRUS
(	O
Middle	B-DISEASE
East	I-DISEASE
Respiratory	I-DISEASE
Syndrome	I-DISEASE
)	O
and	O
SARS	B-DISEASE
-	O
CoV	B-VIRUS
(	O
Severe	B-DISEASE
Acute	I-DISEASE
Respiratory	I-DISEASE
Syndrome	I-DISEASE
)	O
.	O
Outbreak	B-DISEASE
of	O
the	O
COVID-19	B-DISEASE
started	O
with	O
the	O
report	O
of	O
a	O
first	O
suspected	O
case	B-PROCEDURE
on	O
December	B-DATE
8	I-DATE
,	O
2019	B-DATE
in	O
Wuhan	B-PLACE
.	O
The	O
first	O
two	O
months	B-DATE
of	O
the	O
epidemic	O
covered	O
three	O
significant	O
holidays	O
,	O
including	O
the	O
New	O
Year	B-DATE
of	O
2020	B-DATE
,	O
the	O
Chinese	B-SPECIES
New	O
Year	B-DATE
's	O
Day	B-DATE
with	O
vacations	B-PHENOMENON
from	O
January	B-DATE
24	I-DATE
to	O
February	B-DATE
2	B-GENE
,	O
2020	B-DATE
,	O
and	O
the	O
Lantern	B-PHENOMENON
Festival	I-PHENOMENON
on	O
February	B-DATE
8	I-DATE
,	O
2020	B-DATE
.	O
During	O
this	O
period	B-DATE
,	O
one	O
study	O
by	O
the	O
Chinese	B-SPECIES
Center	O
for	O
Disease	B-DISEASE
Prevention	B-PROCEDURE
and	O
Control	B-PROCEDURE
(	O
CDC	B-PROCEDURE
)	O
and	O
Hubei	B-PLACE
Provincial	O
CDC	B-PROCEDURE
with	O
data	O
collected	O
by	O
Wuhan	B-PLACE
CDC	B-PROCEDURE
documented	O
the	O
details	O
of	O
the	O
epidemic	O
day	B-DATE
by	O
day	B-DATE
from	O
December	B-DATE
8	I-DATE
,	O
2019	B-DATE
to	O
January	B-DATE
21	I-DATE
,	O
2020	B-DATE
[	O
1	B-DATE
]	O
.	O
Data	O
in	O
this	O
study	O
showed	O
that	O
detected	O
and	O
confirmed	B-QUANTITY
cases	I-QUANTITY
with	O
COVID-19	B-DISEASE
infection	I-DISEASE
declined	O
from	O
the	O
peak	O
of	O
44	B-DATE
on	O
January	B-DATE
8	I-DATE
to	O
only	O
2	B-GENE
on	O
January	B-DATE
19	I-DATE
,	O
2020	B-DATE
,	O
suggesting	O
that	O
the	O
epidemic	O
was	O
likely	O
under	O
control	B-PROCEDURE
.	O
China	B-PLACE
officially	O
declared	O
the	O
epidemic	O
as	O
an	O
outbreak	B-DISEASE
on	O
January	B-DATE
20	I-DATE
when	O
obvious	O
human	B-SPECIES
-	O
to	O
-	O
human	B-SPECIES
transmissions	O
were	O
ascertained	O
with	O
reagent	B-CHEMICAL
probes	O
and	O
primers	O
distributed	B-PROCEDURE
to	O
local	O
agencies	O
on	O
that	O
day	B-DATE
.	O
Immediately	O
following	O
the	O
declaration	O
,	O
massive	O
actions	O
were	O
taken	O
the	O
next	O
day	B-DATE
to	O
curb	O
the	O
epidemic	O
at	O
Wuhan	B-PLACE
,	O
and	O
soon	O
spread	B-PHENOMENON
to	O
the	O
whole	O
country	O
from	O
central	O
to	O
local	O
government	O
,	O
including	O
all	O
sectors	O
from	O
business	O
to	O
factories	O
and	O
to	O
schools	O
.	O
On	O
February	B-DATE
23	I-DATE
,	O
2020	B-DATE
,	O
Wuhan	B-PLACE
City	I-PLACE
and	O
other	O
cities	O
along	O
with	O
the	O
main	O
traffic	O
lines	O
around	O
Wuhan	B-PLACE
were	O
locked	O
down	O
.	O
Rigorous	O
efforts	B-PROCEDURE
were	O
devoted	O
to	O
1	B-DATE
)	O
identify	O
the	O
infected	B-DISEASE
and	O
bring	O
them	O
to	O
treatment	B-PROCEDURE
in	O
hospitals	O
for	O
infectious	B-DISEASE
diseases	I-DISEASE
,	O
2	B-GENE
)	O
locate	O
and	O
quarantine	B-PROCEDURE
all	O
those	O
who	O
had	O
contact	B-DISEASE
with	O
the	O
infected	B-DISEASE
,	O
3	B-DATE
)	O
sterilize	O
environmental	B-PHENOMENON
pathogens	B-DISEASE
,	O
4	B-DATE
)	O
promote	O
mask	O
use	O
,	O
and	O
5	B-DATE
)	O
release	O
to	O
the	O
public	B-PROCEDURE
of	O
number	O
of	O
infected	B-DISEASE
,	O
suspected	O
,	O
under	O
treatment	B-PROCEDURE
and	O
deaths	B-DISEASE
on	O
a	O
daily	B-DATE
basis	O
.	O
On	O
January	B-DATE
24	I-DATE
,	O
2020	B-DATE
,	O
the	O
New	O
Year	B-DATE
's	O
Eve	B-DATE
and	O
25	B-DATE
,	O
the	O
Chinese	B-SPECIES
New	O
Year	B-DATE
's	O
Day	B-DATE
,	O
President	O
Xi	O
Jinping	O
held	O
a	O
special	O
meeting	O
at	O
the	O
Central	O
Chinese	B-SPECIES
Government	O
and	O
decided	O
to	O
implement	O
massive	O
national	O
efforts	B-PROCEDURE
to	O
curb	O
the	O
epidemic	O
.	O
An	O
Anti	O
-	O
COVID-19	B-DISEASE
Group	O
headed	O
by	O
Premier	O
Li	B-PERSON
Keqiang	I-PERSON
was	O
established	O
to	O
lead	O
the	O
massive	O
national	O
efforts	B-PROCEDURE
.	O
Vice	O
Premier	O
Sun	B-PERSON
Chunlan	I-PERSON
was	O
sent	O
to	O
Hubei	B-PLACE
and	O
Wuhan	B-PLACE
to	O
directly	O
lead	O
the	O
local	O
efforts	B-PROCEDURE
.	O
A	O
massive	O
number	O
of	O
detection	B-PROCEDURE
kits	O
were	O
made	O
available	O
to	O
all	O
locations	O
to	O
test	O
all	O
susceptible	O
patients	B-SPECIES
for	O
final	B-PROCEDURE
diagnosis	I-PROCEDURE
.	O
People	B-SPECIES
in	O
other	O
cities	O
and	O
provinces	O
who	O
either	O
traveled	O
to	O
or	O
out	O
of	O
Wuhan	B-PLACE
were	O
quarantined	O
,	O
with	O
suspected	O
patients	B-SPECIES
being	O
diagnosed	B-QUANTITY
and	O
treated	O
.	O
The	O
sudden	O
escalation	O
of	O
the	O
control	B-PROCEDURE
and	O
the	O
spread	B-PHENOMENON
of	O
the	O
number	O
of	O
infected	B-DISEASE
and	O
deaths	B-DISEASE
,	O
however	O
,	O
ignited	O
strong	O
emotional	O
responses	B-PROCESS
of	O
fear	O
and	O
panic	B-PROCESS
among	O
people	B-SPECIES
in	O
Wuhan	B-PLACE
.	O
The	O
negative	O
emotional	O
responses	B-PROCESS
soon	O
spread	B-PHENOMENON
from	O
Wuhan	B-PLACE
to	O
other	O
parts	B-PLACE
of	O
China	B-PLACE
,	O
and	O
further	O
to	O
the	O
world	O
via	O
almost	O
all	O
communication	O
channels	O
,	O
particularly	O
social	B-PHENOMENON
media	I-PHENOMENON
.	O
The	O
highly	O
emotional	O
responses	B-PROCESS
of	O
the	O
public	B-PROCEDURE
were	O
fueled	O
by	O
(	O
1	B-DATE
)	O
sudden	O
increases	O
in	O
the	O
number	O
of	O
detected	O
new	O
cases	B-QUANTITY
after	O
the	O
massive	O
intervention	O
measures	B-PROCEDURE
to	O
identify	O
the	O
infected	B-DISEASE
;	O
(	O
2	B-GENE
)	O
massive	O
growing	O
needs	O
for	O
masks	B-PHENOMENON
;	O
(	O
3	B-DATE
)	O
a	O
large	B-PHENOMENON
number	O
of	O
suspected	O
patients	B-SPECIES
waiting	O
to	O
confirm	O
their	O
diagnose	B-PROCEDURE
;	O
(	O
4	B-DATE
)	O
a	O
large	B-PHENOMENON
number	O
of	O
diagnosed	B-QUANTITY
COVID-19	B-DISEASE
patients	B-SPECIES
for	O
treatment	B-PROCEDURE
;	O
and	O
(	O
5	B-DATE
)	O
a	O
growing	O
number	O
of	O
deaths	B-DISEASE
,	O
despite	O
national	O
efforts	B-PROCEDURE
to	O
improve	O
therapy	O
,	O
including	O
the	O
decision	O
to	O
build	O
two	O
large	B-PHENOMENON
hospitals	O
within	O
a	O
period	B-DATE
of	O
days	B-DATE
.	O
The	O
emotional	O
responses	B-PROCESS
,	O
mostly	O
stimulated	O
by	O
the	O
daily	B-DATE
release	O
of	O
data	O
have	O
created	O
a	O
big	O
barrier	O
for	O
effective	O
control	B-PROCEDURE
of	O
the	O
epidemic	O
as	O
has	O
been	O
observed	O
in	O
other	O
epidemics	O
of	O
similar	O
nature	O
[	O
2	B-GENE
,	O
3	B-DATE
]	O
.	O
It	O
is	O
a	O
paradox	O
that	O
during	O
the	O
early	B-DATE
period	I-DATE
of	O
an	O
epidemic	O
,	O
little	O
is	O
known	O
or	O
available	O
about	O
the	O
new	O
infections	B-DISEASE
;	O
while	O
the	O
need	O
for	O
such	O
information	O
is	O
at	O
the	O
highest	O
level	B-DISEASE
.	O
This	O
is	O
particularly	O
true	O
for	O
the	O
COVID-19	B-DISEASE
.	O
The	O
occurrence	O
of	O
this	O
epidemic	O
may	O
follow	O
a	O
nonlinear	O
,	O
chaotic	O
and	O
catastrophic	O
process	O
,	O
rather	O
similar	O
to	O
the	O
epidemic	O
of	O
SARS	B-DISEASE
that	O
occurred	O
in	O
Hong	B-PLACE
Kong	I-PLACE
in	O
2003	B-DATE
[	O
2	B-GENE
]	O
,	O
the	O
Ebola	B-DISEASE
epidemic	O
in	O
West	B-DISEASE
Africa	I-DISEASE
during	O
2013	O
-	O
16	B-DATE
[	O
4	B-DATE
,	O
5	B-DATE
]	O
,	O
the	O
pandemic	O
of	O
2009	B-DATE
H1N1	B-DISEASE
epidemic	O
started	O
[	O
6	B-DATE
]	O
[	O
7	B-DATE
]	O
[	O
8	B-DATE
]	O
and	O
the	O
recent	O
measles	B-DISEASE
outbreaks	O
in	O
the	O
United	B-PLACE
States	O
(	O
US	O
)	O
[	O
9	B-DATE
]	O
.	O
Similar	O
to	O
an	O
eruption	O
of	O
a	O
volcano	O
or	O
occurrence	O
of	O
an	O
earthquake	O
,	O
no	O
matter	O
how	O
closely	O
it	O
is	O
monitored	O
,	O
how	O
much	O
research	O
we	O
have	O
done	O
,	O
how	O
much	O
we	O
know	O
about	O
it	O
,	O
no	O
one	O
knows	O
for	O
sure	O
if	O
and	O
when	O
the	O
virus	B-DISEASE
infection	I-DISEASE
will	O
become	O
an	O
outbreak	B-DISEASE
.	O
Therefore	O
,	O
there	O
is	O
no	O
so	O
-	O
called	O
rational	O
responses	B-PROCESS
,	O
no	O
standardoperating	O
-	O
procedure	O
(	O
SOP	O
)	O
to	O
follow	O
,	O
no	O
measures	B-PROCEDURE
to	O
take	O
without	O
negative	O
consequences	O
[	O
2	B-GENE
]	O
.	O
However	O
,	O
defining	O
the	O
COVID-19	B-DISEASE
as	O
nonlinear	O
and	O
chaotic	O
does	O
not	O
mean	O
that	O
we	O
can	O
not	O
do	O
anything	O
after	O
we	O
knew	O
it	O
was	O
an	O
outbreak	B-DISEASE
,	O
but	O
simply	O
waiting	O
.	O
On	O
the	O
contrary	O
,	O
defining	O
it	O
as	O
nonlinear	O
and	O
chaotic	O
will	O
better	O
inform	O
us	O
to	O
make	O
right	O
decisions	O
and	O
to	O
take	O
appropriate	O
actions	O
.	O
(	O
1	B-DATE
)	O
During	O
the	O
early	B-DATE
stage	B-DISEASE
of	O
an	O
infection	B-DISEASE
,	O
which	O
we	O
can	O
not	O
tell	O
whether	O
it	O
will	O
be	O
growing	O
into	O
an	O
outbreak	B-DISEASE
,	O
we	O
must	O
closely	O
monitor	O
it	O
using	O
limited	O
data	O
and	O
to	O
find	O
the	O
early	B-DATE
signs	B-DISEASE
of	O
change	O
and	O
to	O
predict	O
if	O
and	O
when	O
it	O
will	O
become	O
an	O
outbreak	B-DISEASE
;	O
(	O
2	B-GENE
)	O
After	O
it	O
is	O
declared	O
as	O
an	O
outbreak	B-DISEASE
,	O
it	O
is	O
better	O
to	O
take	O
actions	O
as	O
soon	O
as	O
possible	O
since	O
infectious	B-DISEASE
diseases	I-DISEASE
can	O
be	O
controlled	O
even	O
without	O
knowledge	O
of	O
the	O
biology	O
[	O
10	B-DATE
]	O
;	O
and	O
evaluate	O
if	O
the	O
control	B-PROCEDURE
measures	I-PROCEDURE
work	O
.	O
The	O
ultimate	O
goal	O
of	O
this	O
study	O
is	O
to	O
attempt	O
to	O
provide	O
some	O
solutions	O
to	O
this	O
paradox	O
by	O
providing	O
early	B-DATE
messages	O
to	O
inform	O
control	B-PROCEDURE
measures	I-PROCEDURE
,	O
to	O
be	O
optimistic	O
and	O
not	O
panic	B-PROCESS
,	O
to	O
ask	O
right	O
questions	O
,	O
and	O
to	O
take	O
right	O
actions	O
.	O
Data	O
for	O
this	O
study	O
were	O
daily	B-DATE
cumulative	O
cases	B-QUANTITY
with	O
COVID-19	B-DISEASE
infection	I-DISEASE
for	O
the	O
first	O
two	O
months	B-DATE
(	O
63	B-DATE
days	I-DATE
)	O
of	O
the	O
epidemic	O
from	O
December	B-DATE
8	I-DATE
,	O
2019	B-DATE
to	O
February	B-DATE
8	I-DATE
,	O
2020	B-DATE
.	O
These	O
data	O
were	O
derived	O
from	O
two	O
sources	O
:	O
(	O
1	B-DATE
)	O
Data	O
for	O
the	O
first	O
44	B-DATE
days	I-DATE
from	O
December	B-DATE
8	I-DATE
,	O
2019	B-DATE
to	O
January	B-DATE
20	I-DATE
,	O
2020	B-DATE
were	O
derived	O
from	O
published	O
studies	B-DATE
that	O
were	O
determined	O
scientifically	O
[	O
1	B-DATE
]	O
.	O
Since	O
no	O
massive	O
control	B-PROCEDURE
measures	I-PROCEDURE
were	O
in	O
place	O
during	O
this	O
period	B-DATE
,	O
these	O
data	O
were	O
used	O
as	O
the	O
basis	O
to	O
predict	O
the	O
underlying	O
epidemic	O
,	O
considering	O
the	O
overall	O
epidemic	O
.	O
The	O
best	O
fitted	O
model	O
was	O
used	O
to	O
predict	O
the	O
detectable	O
cases	B-QUANTITY
and	O
was	O
