Effectiveness	O
of	O
airport	O
screening	B-PROCEDURE
at	O
detecting	O
travellers	B-SPECIES
infected	B-DISEASE
with	O
novel	O
coronavirus	B-VIRUS
(	O
2019-nCoV	B-VIRUS
)	O
We	O
simulated	O
100	B-QUANTITY
2019-nCoV	B-VIRUS
infected	B-DISEASE
travellers	B-SPECIES
planning	O
to	O
board	O
a	O
flight	O
who	O
would	O
pose	O
a	O
risk	O
for	O
seeding	O
transmission	B-DISEASE
in	O
a	O
new	O
region	O
.	O
The	O
duration	O
of	O
travel	B-PHENOMENON
was	O
considered	O
as	O
the	O
flight	O
time	O
plus	O
a	O
small	B-QUANTITY
amount	O
of	O
additional	O
travel	B-PHENOMENON
time	O
(	O
ca	O
1	B-DATE
hour	I-DATE
)	O
for	O
airport	O
procedures	B-PROCEDURE
.	O
We	O
assumed	O
that	O
infected	B-DISEASE
individuals	B-SPECIES
will	O
develop	O
symptoms	B-DISEASE
,	O
including	O
fever	B-DISEASE
,	O
at	O
the	O
end	O
of	O
their	O
incubation	B-PROCEDURE
period	B-DATE
(	O
mean	O
5.2	B-DATE
days	I-DATE
(	O
Table	O
)	O
)	O
[	O
8	B-DATE
]	O
and	O
progress	O
to	O
more	O
severe	B-DISEASE
symptoms	I-DISEASE
after	O
a	O
few	O
days	B-DATE
,	O
resulting	O
in	O
hospitalisation	O
and	O
isolation	B-PROCEDURE
.	O
We	O
also	O
took	O
into	O
account	O
that	O
individuals	B-SPECIES
may	O
have	O
asymptomatic	O
(	O
subclinical	O
)	O
infection	B-DISEASE
that	O
would	O
not	O
be	O
detected	O
by	O
thermal	O
scanning	O
or	O
cause	O
them	O
to	O
seek	B-PROCEDURE
medical	I-PROCEDURE
care	I-PROCEDURE
,	O
although	O
these	O
individuals	B-SPECIES
may	O
be	O
infectious	B-DISEASE
,	O
and	O
that	O
infected	B-DISEASE
travellers	B-SPECIES
may	O
exhibit	O
severe	B-DISEASE
symptoms	I-DISEASE
during	O
their	O
travel	B-PHENOMENON
and	O
be	O
hospitalised	O
upon	O
arrival	O
without	O
undergoing	O
entry	B-PROCESS
screening	B-PROCEDURE
.	O
We	O
then	O
estimated	O
the	O
proportion	O
of	O
infected	B-DISEASE
travellers	B-SPECIES
who	O
would	O
be	O
detected	O
by	O
exit	B-PHENOMENON
and	O
entry	B-PROCESS
screening	B-PROCEDURE
,	O
develop	O
severe	B-DISEASE
symptoms	I-DISEASE
during	O
travel	B-PHENOMENON
,	O
or	O
go	O
undetected	O
,	O
under	O
varying	O
assumptions	B-CHEMICAL
of	O
:	O
(	O
i	O
)	O
the	O
duration	O
of	O
travel	B-PHENOMENON
;	O
(	O
ii	O
)	O
the	O
sensitivity	O
of	O
exit	B-PHENOMENON
and	O
entry	B-PROCESS
screening	B-PROCEDURE
;	O
(	O
iii	O
)	O
the	O
proportion	O
of	O
asymptomatic	O
infections	B-DISEASE
;	O
(	O
iv	O
)	O
the	O
incubation	B-PROCEDURE
period	B-DATE
and	O
(	O
v	O
)	O
the	O
time	O
from	O
symptom	O
onset	O
to	O
hospitalisation	O
(	O
Table	O
)	O
.	O
We	O
evaluated	O
effectiveness	O
of	O
thermal	O
passenger	O
screening	B-PROCEDURE
for	O
2019-nCoV	B-VIRUS
